Nom_du_POI,Categories_de_POI,Latitude,Longitude,Adresse_postale,Code_postal_et_commune,Periodes_regroupees,Covid19_mesures_specifiques,Covid19_est_en_activite,Covid19_periodes_d_ouvertures_confirmees,Createur_de_la_donnee,SIT_diffuseur,Date_de_mise_a_jour,Contacts_du_POI,Classements_du_POI,Description,URI_ID_du_POI
Rando4x4corse,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#ActivityProvider|https://www.datatourisme.fr/ontology/core#Store|http://schema.org/LocalBusiness,42.653673,9.442084,49 Lot E Casette,20600#Furiani,,,,,Office de Tourisme Intercommunal de L'Ile Rousse-Balagne,Apidae Tourisme Scic SA - source : Apidae Tourisme,2023-01-23,#+33 6 11 54 92 52#rando4x4corse@gmail.com#https://www.rando4x4corse.com/,,"Assis confortablement à bord de notre 4x4, RANDO4x4CORSE﻿ vous embarque à la découverte d'une de plus belle région au monde, la Corse. Paysages, culture, gastronomie, lieux paradisiaques sont au programme de votre journée. Vos sens sont en éveil.",https://data.datatourisme.fr/13/1b94da7f-68e7-3201-af87-766afd79e82c
La Brasserie du Port,https://www.datatourisme.fr/ontology/core#FoodEstablishment|https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|http://schema.org/FoodEstablishment,42.642169,8.937195,Port,20220#L'Île-Rousse,,,,,Office de Tourisme Intercommunal de L'Ile Rousse-Balagne,Apidae Tourisme Scic SA - source : Apidae Tourisme,2021-02-15,#+33 4 95 36 19 50<>+33 9 71 21 19 50#bdp1@orange.fr#,,"La Brasserie du Port de L'Ile-Rousse vous propose une escale conviviale pour vos moments de détente et de gastronomie. Ouvert toute la journée, choisissez la pause café ou de prendre votre repas dans ce lieu posé sur le port de la ville.",https://data.datatourisme.fr/13/4509e1a6-404e-33b0-9b9e-c36cbc95e52a
Centre Culturel Communal,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#SportsAndLeisurePlace,41.591675,9.278397,2 Rue Fred Scamaroni,20137#Porto-Vecchio,,,,,Porto Vecchio Tourisme,Apidae Tourisme Scic SA - source : Apidae Tourisme,2023-04-01,#+33 4 95 72 18 18#centre-culturel@porto-vecchio.fr#http://www.porto-vecchio.fr/,,"Le centre culturel communal de Porto Vecchio dispose de deux salles au sein desquelles il propose une programmation variée : spectacles de danse et de musique, pièces de théâtre et projections de films",https://data.datatourisme.fr/13/7b3b94ed-9cec-38fa-8dc1-dc2bc7830618
Alta Game,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#SportsAndLeisurePlace|https://www.datatourisme.fr/ontology/core#Gymnasium,41.598264,9.264425,Route de Muratello,20137#Porto-Vecchio,,,,,Porto Vecchio Tourisme,Apidae Tourisme Scic SA - source : Apidae Tourisme,2023-02-21,#+33 4 95 74 78 15#contact.altagame@gmail.com#http://altagame.fr/,,"Alta Game est dédié aux activités sportives et de loisirs ! Foot indoor, Squash, Padel, Escape Game, Réalité Virtuelle, Bornes d’Arcade, tout y est ! Un espace consacré aux enfants de 0 à 8 ans aménagé à l’étage. Un lieu original pour vos évènements !",https://data.datatourisme.fr/13/9df168de-2aba-388c-8e5f-388fd7c27495
Cinémathèque Régionale de Corse - Casa di Lume,http://schema.org/MovieTheater|https://www.datatourisme.fr/ontology/core#Cinema|https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#SportsAndLeisurePlace,41.591714,9.278591,Espace Jean-Paul de Rocca Serra Rue Fred Scamaroni,20137#Porto-Vecchio,,,,,Porto Vecchio Tourisme,Apidae Tourisme Scic SA - source : Apidae Tourisme,2022-05-19,#+33 4 20 20 20 01<>+33 4 20 20 20 02#cinematheque@ct-corse.fr#https://casadilume.corse.fr/,,"Que vous soyez professionnel, institutionnel, chercheur, universitaire, étudiant ou tout simplement amoureux du cinéma, prenez place, Casa di Lume est votre partenaire privilégié et vous guide au pays de l’image…",https://data.datatourisme.fr/13/a664ba16-3a53-35b9-8a60-b3bd5d44cc57
Golfo di Sogno,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#Camping|https://www.datatourisme.fr/ontology/core#CampingAndCaravanning|http://schema.org/Accommodation|http://schema.org/LodgingBusiness,41.630087,9.312565,Lieu dit Stagnolo,20137#Porto-Vecchio,,,,,Porto Vecchio Tourisme,Apidae Tourisme Scic SA - source : Apidae Tourisme,2023-03-13,#+33 4 95 70 08 98#contact@golfo-di-sogno.fr#https://www.golfo-di-sogno.fr/,,"Au cœur de son domaine de 28 hectares de pinède et idéalement situé en bord de mer, le camping Golfo di Signo offre aux amateurs de soleil et de grand air un endroit rêvé pour des vacances en toute tranquillité.",https://data.datatourisme.fr/13/072540af-fcf5-3786-a07f-d9fc79072789
Agula Mora,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|http://schema.org/Accommodation|http://schema.org/LodgingBusiness,41.644621,9.332711,Mora Dell Onda 307 STRADA DI TANELLO,20137#Lecci,,,,,Porto Vecchio Tourisme,Apidae Tourisme Scic SA - source : Apidae Tourisme,2023-01-12,#+33 4 95 25 16 67<>+33 6 78 15 19 69#moradilonda@orange.fr#https://www.locations-portovecchio.com/,,"Située à 2 km de la baie de Saint Cyprien, la résidence Agula Mora vous offre calme et bien être.",https://data.datatourisme.fr/13/476bf341-a435-30cd-8a96-ec8e4e1fecea
Les Tamaris 2,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#CollectiveAccommodation|https://www.datatourisme.fr/ontology/core#HolidayResort|http://schema.org/Accommodation|http://schema.org/LodgingBusiness,41.637925,9.338899,2 corsu Napoleonu San  Ciprianu,20137#Lecci,,,,,Porto Vecchio Tourisme,Apidae Tourisme Scic SA - source : Apidae Tourisme,2022-11-16,#+33 6 09 09 54 69#residence.tamaris.portovecchio@wanadoo.fr#https://www.tamaris-2.fr/,,Résidence de tourisme à caractère familial pour des vacances avec enfants à proximité de la plage et des commerces. Ensemble de 12 maisons groupées par 3 avec chacune une terrasse et jardin privatif.,https://data.datatourisme.fr/13/49ba87d6-fec7-3af9-9a67-a600fa2653be
Casa Mia,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#CollectiveAccommodation|https://www.datatourisme.fr/ontology/core#HolidayResort|http://schema.org/Accommodation|http://schema.org/LodgingBusiness,41.63762,9.33935,4 Corsu Napoleonu -  San Ciprianu,20137#Lecci,,,,,Porto Vecchio Tourisme,Apidae Tourisme Scic SA - source : Apidae Tourisme,2023-03-13,#+33 6 18 43 30 21#casamia@sondemar.fr#https://www.residence-casamia.com/,,Vous recherchez un hébergement pour votre séjour en Corse ? Une résidence où vous pourrez allier farniente et activités selon vos envies ? Ne cherchez plus… Vous êtes au bon endroit.,https://data.datatourisme.fr/13/78eb2247-0b92-3e39-92cd-d0702fe72fe4
Grand Hôtel de Cala Rossa,https://www.datatourisme.fr/ontology/core#FoodEstablishment|https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Restaurant|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#Hotel|https://www.datatourisme.fr/ontology/core#HotelRestaurant|https://www.datatourisme.fr/ontology/core#HotelTrade|http://schema.org/Accommodation|http://schema.org/FoodEstablishment|http://schema.org/LodgingBusiness|http://schema.org/Restaurant|http://schema.org/Hotel,41.621827,9.338508,Route de Cala Rossa,20137#Lecci,,,,,Porto Vecchio Tourisme,Apidae Tourisme Scic SA - source : Apidae Tourisme,2022-11-07,#+33 4 95 71 61 51<>+33 4 95 71 78 78<>+33 4 95 71 78 00<>+33 4 95 71 78 10#info@hotel-calarossa.com<>contact@hotel-calarossa.com#https://www.hotel-calarossa.com/,,"Un bel hôtel de famille, qui a jeté l'ancre sur la presqu'ile de Cala Rossa, les pieds dans l'eau le long d'une immense plage de sable fin.
Membre Relais & Châteaux et Cercle des Grandes Maisons Corses.",https://data.datatourisme.fr/13/7ec98be8-79f1-3b21-9754-c3ab2526d5ce
Domaine de Caranella,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#CollectiveAccommodation|https://www.datatourisme.fr/ontology/core#HolidayResort|http://schema.org/Accommodation|http://schema.org/LodgingBusiness,41.625307,9.337211,Route de Cala Rossa,20137#Lecci,,,,,Porto Vecchio Tourisme,Apidae Tourisme Scic SA - source : Apidae Tourisme,2022-12-14,#+33 4 95 71 60 94<>+33 4 95 71 65 39#info@caranella.com#https://www.caranella.com/,,"Dans le cadre unique du golfe de Porto Vecchio, le domaine de Caranella vous accueille dans un lieu reposant et calme, à moins de 400 m de la fameuse plage de Cala Rossa.",https://data.datatourisme.fr/13/ad305b34-2a72-325b-b64a-0c549770ccb1
Domaine de Caranella,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#Hotel|https://www.datatourisme.fr/ontology/core#HotelTrade|http://schema.org/Accommodation|http://schema.org/LodgingBusiness|http://schema.org/Hotel,41.62181,9.343777,Route de Cala Rossa,20137#Lecci,,,,,Porto Vecchio Tourisme,Apidae Tourisme Scic SA - source : Apidae Tourisme,2023-03-15,#+33 4 95 71 60 94<>+33 4 95 71 65 39#info@caranella.com#https://www.caranella.com/,,"Nous mettons à votre disposition nos chambres d’hôtel et nos locations de vacances toutes classées 3 étoiles, le domaine verdoyant, sa piscine et l’ensemble des services pour les meilleures vacances possibles dans le sud de la Corse.",https://data.datatourisme.fr/13/b34624d0-2e4c-3b17-a2cb-4034f20e8878
Promenade en mer Tra Mare è Monti,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#SportsAndLeisurePlace|https://www.datatourisme.fr/ontology/core#SightseeingBoat|http://schema.org/LocalBusiness,42.565163,8.7567,Port de plaissance,20260#Calvi,,,,,Office de Tourisme Intercommunal Calvi - Balagne,Apidae Tourisme Scic SA - source : Apidae Tourisme,2022-08-11,#+33 6 32 89 33 47#tmmcalvi@gmail.com#http://www.promenadesenmercalviscandola.com/,,"Promenade en mer et Taxi Boat : lors de vos vacances en Corse, profitez de la mer à bord du Santa Regina, notre nouveau bateau de 10 mètres pouvant accueillir jusqu'à 12 personnes, pour une découverte des côtes de Corse.",https://data.datatourisme.fr/13/1be0e064-ae75-30ed-807e-49ec5c8bb538
Tra Mare è Monti Locations,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#SportsAndLeisurePlace,42.565163,8.7567,Port de plaissance,20260#Calvi,,,,,Office de Tourisme Intercommunal Calvi - Balagne,Apidae Tourisme Scic SA - source : Apidae Tourisme,2022-08-11,#+33 4 95 65 21 26#red.calvi@wanadoo.fr#http://www.tramare-monti.com/,,"Lors de vos vacances en Corse, profitez de nos randonnées en Quads pour une découverte de la Balagne",https://data.datatourisme.fr/13/602360d0-a517-3cb0-8f93-eb7ee4d4258e
Les Terrasses de Scalegiu,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#CollectiveAccommodation|https://www.datatourisme.fr/ontology/core#HolidayResort|http://schema.org/Accommodation|http://schema.org/LodgingBusiness,41.558466,9.314679,Route de Porra,20137#Porto-Vecchio,,,,,Porto Vecchio Tourisme,Apidae Tourisme Scic SA - source : Apidae Tourisme,2022-09-30,#+33 3 20 67 73 35<>+33 4 95 72 00 94<>+33 6 71 97 71 66#info@scalegiu.com#http://www.scalegiu.com/,,"À seulement 10 min à pied de Palombaggia, avec vue imprenable, Les Terrasses de Scalegiu c’est :
- Les Casinas, jolies maisons très confortables.
- La Villa, surplombant la résidence, avec ses grandes pièces à vivre, peut accueillir jusqu’à 14 personnes.",https://data.datatourisme.fr/13/1c116d17-aedc-3c19-8e48-ff9f8678c07d
La Ferme de Padula,https://www.datatourisme.fr/ontology/core#CulturalSite|https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#SportsAndLeisurePlace|https://www.datatourisme.fr/ontology/core#Farm|https://www.datatourisme.fr/ontology/core#TeachingFarm|https://www.datatourisme.fr/ontology/core#TechnicalHeritage,41.56314,9.282138,Route de Porra,20137#Porto-Vecchio,,,,,Porto Vecchio Tourisme,Apidae Tourisme Scic SA - source : Apidae Tourisme,2022-10-11,#+33 6 11 79 96 76#fermedepadula@hotmail.fr#http://www.fermepedagogiquecorse.com/,,"SUR RESERVATION : 
Au cours d'une visite guidée de la Ferme, venez nourrir et caresser les animaux. 
Vous aller découvrir et rencontrer :  poules d'ornements, Léon le paon, dindon, tortues, canards, oies, chèvres, brebis, lapins, cochons nains, poussins.",https://data.datatourisme.fr/13/e90e84d1-0928-3004-9fac-6e591bd40a5b
Le Pass'Partout,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#SportsAndLeisurePlace|https://www.datatourisme.fr/ontology/core#SightseeingBoat|http://schema.org/LocalBusiness,42.268319,8.694044,Place de la Marine Porto Anthony Boutique,20150#Ota,,,,,Office de Tourisme Intercommunal de L'Ile Rousse-Balagne,Apidae Tourisme Scic SA - source : Apidae Tourisme,2023-02-03,#+33 6 29 47 10 00<>+33 6 75 99 13 15#montesenino@wanadoo.fr#http://www.lepasspartout.com/<>https://www.promenadesenmerporto.com/,,"Découvrez la Réserve Naturelle de Scandola, Girolata, les calanche de Piana et leurs grottes à bord de petites navettes de 12 places tout confort, et une vedette hybride pour 35 pers. avec vision sous-marine par caméra.",https://data.datatourisme.fr/13/1c2dfdaf-add6-3edb-a02d-27091427cdba
Arutoli,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#Camping|https://www.datatourisme.fr/ontology/core#CampingAndCaravanning|http://schema.org/Accommodation|http://schema.org/LodgingBusiness,41.602,9.2672,Route de l'Ospedale,20137#Porto-Vecchio,,,,,Porto Vecchio Tourisme,Apidae Tourisme Scic SA - source : Apidae Tourisme,2023-01-25,#+33 4 95 70 12 73#info@arutoli.com#http://www.arutoli.com/,,"Esprit convivial et familial. Camping ombragé, idéalement situé pour rayonner à la découverte de l'Extrême-Sud et de l'Alta Rocca tout en étant proche des services et des commerces.",https://data.datatourisme.fr/13/1de6ea7c-e94f-34b5-9a70-6f699ed0b9f5
L'Arutoli,https://www.datatourisme.fr/ontology/core#FoodEstablishment|https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|http://schema.org/FoodEstablishment,41.601629,9.266067,Route de l'Ospedale,20137#Porto-Vecchio,,,,,Porto Vecchio Tourisme,Apidae Tourisme Scic SA - source : Apidae Tourisme,2023-02-14,#+33 4 95 70 12 73#info@arutoli.com#https://www.arutoli.com/notre-restaurant-larutoli/,,"Notre Restaurant-Grill-Pizzeria vous accueille du petit-déjeuner au dîner. Plats traditionnels, grillades et burgers préparés en associant de savoureux produits locaux, issus en partie de notre élevage et de notre potager. Pizzas au feu de bois.",https://data.datatourisme.fr/13/f73219e0-2ce7-34da-8630-1684ded372a7
Le Goéland,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#SportsAndLeisurePlace|https://www.datatourisme.fr/ontology/core#SightseeingBoat|http://schema.org/LocalBusiness,42.266251,8.693779,Rive gauche Port de Porto,20150#Ota,,,,,Office de Tourisme Intercommunal de L'Ile Rousse-Balagne,Apidae Tourisme Scic SA - source : Apidae Tourisme,2022-09-27,#+33 6 09 49 06 10<>+33 6 25 43 01 78#legoeland.porto@gmail.com#http://www.goeland-porto.fr/,,"Embarquez avec le Goéland pour découvrir la Réserve Naturelle de Scandola et les Calanche de Piana. Fort de nos 20 ans d'expérience, le Golfe de Porto n'aura plus de secret pour vous. Réservation en ligne possible. -10% avec le code promo ot2020",https://data.datatourisme.fr/13/1eb722d7-5a3b-3362-be8d-00ac9f705480
Auberge du Maquis,https://www.datatourisme.fr/ontology/core#FoodEstablishment|https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|http://schema.org/FoodEstablishment,42.535436,8.873982,Plaine de montemaggiore,20214#Montegrosso,,,,,Office de Tourisme Intercommunal Calvi - Balagne,Apidae Tourisme Scic SA - source : Apidae Tourisme,2020-01-20,#+33 4 95 65 34 13#maquis20214@gmail.com#,,"Ce restaurant traditionnel vous propose de découvrir la gastronomie corse et ses spécialités en Balagne dans un cadre agréable et champêtre, dans sa grande salle ou autour de sa piscine.",https://data.datatourisme.fr/13/1f6e625b-bb80-3dcf-9d3d-c4a145d4e7f5
